,review
188,long history game first played trial account didnt lot money buy game liked much made several trial account play bought mine moria best underground setting ever massive dark beautiful horrible time many good memory gameyes old yes game mechanic old yes legendary grind annoying though working fixing imbue system yes combat clunky quest feel atmosphere great community wonderful still suprise good world look even though running old graphic enginei take sometimes pause game sometimes month always return people world well frodo
189,looking new great mmogame havent found yet game simply said clone world warcraft clone ui clone ui p2w stuff dont game 18gb big definetly worth download
190,absolutely fantastic game revamp class polishing world game unrivalled atmosfeari truly impressed game first time since release high hope raching end level tus experiencing favourite fantasy city release expansion mina tirithi always met wall around level 30 revamp level got slow induction time much less noticeable became unbearingthis game strong 810 would deadsure 1010 could create character dark side level zone pvmp really stir interest way game pve game surely gem
191,wonderful game even though pay quite alot get important stuff game willing grind necessary point still there lot lotro there nice selection race class play world huge even go purely f2p expansion quest pack insanely huge recommend game even f2p restriction well made entertains long long time910
192,great adaptation lord ring book landscape gorgous able visit iconic place awesome game story driven excellent epic quest line overall terribly grindy level good pace experiencing lot various region
193,amazing huge expansive world free would put plenty hour time dont let early tutorial turn rest game absolutely amazing
194,called nickle dime ring online imo arent content subscribing game unlock additional feature spending real money even purchasing expansion get 50 gold mail friend fast going hold 45 gold hostage unlock currency cap questing system essentially 300 variation kill 8 orcsor goblin collect 8 thing dead orcs mixed useless sidequests add value story whoever quest game tragically lazy none quest bundled several quest area turn quest giver next quest giver give quest area could gotten area first time world great large detailed hundred town city everywhere game could aaa mmorpg wasnt nickle dime cash shop whoever designed quest
195,first game great tolkien fan people havent even seen movie game everything need great mmo detail pro consso best part game easily story play story epic quest generally best really cool side quest line fun play along also cool monster play able conquer outpost hunt free player quite satisfying class least ive seen unique fun play way cool here stuff keep mind thoughthis game isnt totally free least want play totally free going take ton effort lot hunting random creature fulfill deed get lotro point come point youve finished playing lone land youve played along epic quest series north down buy evendim continue epic story line usually something like 700 lotro point time raked 600 luckily sale going im trying make point order continue playing game going need lot lotro point aside con include fact middleearth stinking massive unless use lotro point buy horse run everywhere least youve discovered stablemasters pretty boringbut end still find game enormously entertaining make way level 40 without even needing worry buying another region follow side quest story cool engaging original staying true lord ring canon building loose end tolkien left create really cool story yes highly recommend game
196,ive spent lot time game prefer run directly run steam didnt show correct playtime game fun rich content visit many place interest middle earth though map reached rohan updating pretty fast maybe well get mordor 2 year later graphic good still feeling outdated little go play populated server free play reach locked quest buy expansion contains quest pretty balanced try playing alone isnt fun dont know othersif youre lotr fan havent play yet youre missing lotgo try one two friend mmos always better play others
197,first mmorpg got im pretty biased recommended people interested mostly casual mmo pretty friendly community also people want run around explore middle earth world really capture atmosphere book great soundtrack
198,lord ring online lotro one older mmorpgs like name title suggest game play middle earth play hobbit human dwarf elf race background story eventually merged opinion rich storyline help people middle earth fellowship frodo companion fan movie like wont take long fully emerge self game even learn new thing middle earth selfso expect game dungeon raid nothing challenging wich opinion isnt bad seen game make damn hard people rage quit cant bothered play hard day work school new mostly ppl used play game back day deed kill instance 200 orcs complete 30 quest much important ppl looking quick breeze game max level hope enjoy end gaming made possible unless invest alot online shopfor player activity playing europe server snowborn lot people online never moment didnt meet someone playingfree play version game may may ask self playable spending dollar answer expansion arent free youre mood grind deed multiple character miss lot coin needed unlock many thing online shop ultimately whether choose play game like said maybe free gone spend money end anyway want see able everything game offer financial aspect still better online game im sure release steam game get boost player number end give yes recommendation even cash likely gon na spend
199,ive playing game since 2008 talking back f2p wasnt even option moria newest thingever since game went f2p ive seen many butt hurt people complain cost money anythingnews flash bree shire thorins hall elf starter area wow really draw blank 20 elf character cant remember fail rj free every quest deed forheres trick math get amount terbine point needed get presious upgrade wouldnt take many run throughsthe issue seem one crazy enough also help due long ive played know fastest way pelfrk done tutorial always take 30minutes 1 hour matter speed run thing fast enough get elven deed done easy course idea easy likely differentanyway ill enjoying free upgrade cry baby cant figure way thingsplay game like enough spend money needed level upgrade else youll stuck lv 50 max p spend time rerolls take get terbine point solong story short see moor wargelven hunter remain unamedps first thing id buy terbine point would character slot f2p player dont get many yes im f2p got bonus subscribed f2p
200,got today late party love 3spot lore bookmovie counter part 12 level 6 hour left running couple stuff woopspretty stoaked
201,really love game legit people play made legit hobbit freakin pimp hat unfortunately friend show toplease let show hat
202,great mmo consisting generic combat system great story telling element questing ton content includng expansion raid even unique pvp pvmp technically free play need spend money get full experience outdated compared newer mmos still updated expanded personal favorite mmo date
203,game amazingi played say didnt steam back u like lotr u like game u see stuff back movie u choose wat class want wat kind race gameplay also good lot quest stuff u need u focus keep grinding u come far play game im done ds3 poverall 910
204,got game friend hate game game pretty good sort annoyed asked yesterday could pick school wouldnt senior bus said dont get go wrong 1010
205,one generic mmorpg game twist thing however still thing like grind long boring quest etc beginner may get bored trust eventually itll better
206,another great alternative wow free play gamer complete came without ever paying although take bit longer rift graphic game ai would rate high easy use control good gaming experience recommend
207,time find new game bored everything else library looking mmo rpg dead wow tera come right place today write review feburary 6th 2017 game alive ever since year ago cut many server average amount player others big server seemed help restore community although divid friend old server graphic game good year came probably one better graphic found mmo rpgs content fun really enjoy enjoy universe take place like wouldnt play star trek online didnt know anything star trek although game based book movie lord ring original feel sort story character although get see character book quest even aid battle 10 class 5 race choose lot variety choose next community probably nicest ever seen besides troll linger world chat meet many kind people role player matter stick role pro alt leveler leveling 10th character solo everything kill quest target guy probably person invite everyone see finish hard quest play quick skirmish get next level find kin history feel connect starting play game group friend start kinship slowly grow devs game actually bad course easy complain game designer game usually complaint give fair amount time reply back read far probably interested next question game pay win answer yesno either young retired spend plenty spare time completing deed gain ingame currency although expansion pack must get far first one lvl 50 mine moria probably really like game consider spending like 20 u dollar still unsure wan na play game download free
208,middleearth much busier place since lord ring online went freetoplay bree packed adventurer running contact crowding around trader elf ride giant goat cobbled street hobbit stand wall playing legend zelda theme lute east killing field full adventurer blasting bat boar back second agetheres good reason renewed popularity freetoplay game never completely free lotro there huge amount content enjoy youre forced lay cash
209,playerbase great friendly willing help situation crafting system balanced make every craft appealing ups down moderate battle system nice animation pretty basic battle nice dungeon system though would recommend newbie mmorpgs lotr fan experienced player willing work people different age skillsedit 92414 extremely p2w level 50 however turbine point real money earned game even though slow wouldnt recommend investing much time game worth try guess somewhat ish
210,lotro good solid game lotro fan new player might alittle harder come youl get story great havint even gotten far yet outdated graphic graphic dosint mean game isint good anything mabey afew rich texture afew rich texture wouldint hurt would recommend trying game least really get hooked mood honest opinion think team step get update much lore thing guy wanting awhile
211,love story line going along book keeping aline plus town settlement arrive hero well done mina tirith bit downer though standing stone lot better maintaing game story line plus couple year content venture closer end
212,thing keep playing vast steam collection lotro playing 2 year 700 hour gameplay say anything bad like wow dont want pay lotro like gw want lotro highly recommend
213,amazing compliment jrr toiken book peter jackson movie lotor online allows want go want middle earth forcing pay play pay win matter throat
214,wow clone set best realization tolkien world whether follow footstep fellowship take detour angmar prepare thin middleearth bear population
215,grate game minor suggestion play monster need depth story line missons take different place like reguler game mode grate game 1110
216,say hardcore fan tolkien middle earth book people movie may disapointed hardcore fan would recomend game really big fan book get half place game
217,wow great story great game great endgame worst community ever lotro great story good game reasonably good endgame best community ever reason keep playing tried wow several time reached endgame start raiding enough dp kick made silly minor mistake kick kick curse wtf lotro couldnt happen constantly joining instance fellowship raid 23 lvl behind optimal gear nobody say anything entire community totally helpful understanding hope game least 23 year deserve
218,firstly playing game almost 5 year spent 1000 hour experienced every part content offer mmorpg coming back like one fact game popular day yes find lot people play compared 34 year ago dead started playing two week ago little break see game evolved new content available right endgame really good new instance gondor epic story north ithilien getting ready go mordor exciting sadly game got really grindy grindy mean grinding instance raid fun gathering hundred flower exchange armour featured instance per day get recipe essence need put slot armour daily quest exist get boring 2 week daily basis also take account want play game fullest need subscribe 1 month remove gold cap unlock trait bag pvp boring coming player mostly looking pvp rather pve creep good position right freeps wont come ettenmoors fight challenging also everyone play fotm class lead moor stacked 30 creep freeps stair gv afking someone play game surely recommend one best community gaming world everyone nice help end saying game beautiful scenery ever seen truly superb experience see every location book movie fight mordirith saruman nazgul mumaks forever play even though play two month without break anymore
219,likely 3000 hour game 850 logged steam thanks playing without playing offline mode lotro epicentre mmorpg experience nearly decade believe firmly remain long game alive lot turbine done correctly well game since conception little theyve done bad really could take away experience game stand developer new studio hopefully greater freedom budget like nothing bright shiny outlook future game community one friendly positive ive known communityrun event plenty addition seasonal devrun event 1010 continue always recommend others least give shot definitely favorite way get lord ring fix alongside watching movie reading book
220,good game lot content playing wow long always thought would awesome lotr themed mmo playing lotro several year lost luster still fine game decent enough chunk content good f2p mmo like lotr check
221,good game much hour current one played nonsteam one dthis game extremely nice conspretty repetitive sometimesp2p game get around 30ish need expansion go higher sameas monster need p2p beggining rest game super fun
222,think lord ring online great game problem haveing play 20 minute crash blue screen death anyway fix issue play game extended amount time crash
223,pros1 bear slap orcs2 wear pant grey company3 free4 10 year gameplay5 lotr6 bear slap orcs7 get ideacons1 care download play love
224,honisly love game take back good old day mmo mass open world take back dd got love bolders gate ohhhh yes wow dident haft pay somet like 300 1hr game play abit drmatic love game honisly
225,played lotro since 2009 every time try leave cause put many hour much money always come back couple week community great make friend pretty easy raid always great way pas time
226,game need friend side mission solo great love tolkien universe friend go another level amazing definetly first twenty level without paying however want get past buy quest pack unlock quest area dont want challenge highly recomended since give stat increase turbine point use buy stuff even though say hour game mostly run normal client probably close three week play time dont like mmos want game like wow may
227,entered find best community ofcourse best epic quest amazing map full beauty middle earth many best friend mean real friend good mmorpg player dont insult dont trolling question global kinship chat leave raid fellowship wipe opposite somethings wrong call extra help friend change toon kinship mate dont take charge craft item friend ask help craft glff everybody try help craft item without fee part kind dreamybut one day sauron type greedy warner bros involved amazing story full hunger money turbine full mistake example 10mn long raid unlimited farming mode bug expensive expension pack without raid cant describe money hunger need give example even sell lvl50 character full item virtue ready enter moria store make money dont care player p2p f2p f2p part lie dont buy map choose farming skirmish finding friend farming dungeonsthey broking game even didnt know problem fixed game closing like day many apology earn time fix last option giving turbine point gift extra day fix still love lotro community recomending player join lotro see best mmorpg player age anywhere world
228,amazing game friendly community also convinced lotr fanthe world massive full adventurealthough play alone crack ton fun play fellowshipplus troll ruining game best mmo ive ever played20 pop tart 16 oreo
229,example make mmo correct even though really dont many hour record enjoyed every second far definetly see spending hundred hour roaming beautifuly created game 6910 would watch village burn
230,speak game truly free play experience lifetime subscriber since beginning give inclination raid larger group play come end levelwhat tell however truly rich game world really suck various way progress immense bar mine moria expansion found slog game never tedious landscape rich varied ive lost count number time travelled area far level explorearguably game got easier year map practically pointing directly quest objective rather vague area help speed progression guess switch helpi think could find game entertaining aimed spend zero would undoubtedly grind found aion need purchase quest pack epic quest line good zone quest line equally fantasticand matter hard try utilise different starter area always come back shire tranquillity area made even beautiful go afield
231,lord ring online definitely mmo game journey far important end goal focus levelling quickly possible skipping quest lore youre missing great deal game although take shortcut money earn tp time effort ingame buy thing store new area game definitely reward multiple character variety playstyles different class make interesting play important part however setting game genuinely excited explore amazing world really brought world tolkeins book alive sense wonder awe soon begun ered luin hasnt diminished even many hundred hour middle earth
232,havent played mmo year recently come back great mmo ive found really liking community extremely mature friendly choice soloing game friend prefer playing alone
233,although often feeling like microtransaction dominated world lotr done survive changing climate mmos game eventually require money spent order progress meaningfully also reduce frustration basic gameplay aspect gold cap inventory slot despite repetetive enemy model requirement endless travelling lotr really shine bringing tolkien world life game accurate depiction character tale mythology whilst providing outstanding feeling immersion beautiful soundtrack carefully crafted environment system music composition housing make one best mmos atmospheric paced gameplay
234,travel far wide land mmos found one great psuedo rpg second old republic alone best fantasy fix least money unless simply want play private server game choice great fun little seemingly deserted time
235,thought time review gamei 75 hour far great timeas long time wow player looking mmo sink spare time game deliveredi say straight game graphicsmechanics good wow satisfies different wayfirstly community friendly last 75 hour seen 1 2 troll world chat channelsask question get actual answer unlike wow opinion toxic playerbasequesting sort thing wow lotro kill x amount collect x amount thatdungeons instance would say wow better job although lower level dungeon done lotro pretty funnow onto ui ui lotro absolute aid mod help degree ui wow alot friendlierplenty side quest crafting hobby game wow seems simpler get withto summarize wow lotro pretty standard run mill mmos butand shining winning factor lord ringsif huge lord ring fan fact alone make lotro downfall size map lotro amazing place know love lotr series mordor released recently endgame content commentreal life cash aspect 3 class locked behind paywall get less inventory space small restriction enjoy game subscribe vip status priced â899 per month cheap eye considering game brings metldr love game love lotr
236,im really fan game game roleplaying community better mmorpg found smaller mean get know everybody recommend peopel want rp youre looking game thatll fun level engame stuff pvp would look elsewhere
237,find game endlessly entertaining something everyone story line questing buying furnishing house crafting item exploring beautifully creative land farming experience form countless horde monster free play feature creates opprotunity dive without worrying able pay bill next month ability work deed quest turbine point free game creates world live life lord ring highly reccomend game people time set aside friend enjoy quresting adventure
238,honisly love game take back good old day mmo mass open world take back dd got love bolders gate ohhhh yes wow dident haft pay somet like â300 1hr game play abit drmatic love game honisly
239,timeless classic remember first website appeared middleearth online excitement indescribable released delivered promise living breathing middleearthten year later still relevant one best mmo experience right whether oldschool ultima vet entirely new mmorpg space give game try wont regret
240,amazing youve patience hate pack bought separate region though someone doesnt pay monthly bit pain id happily paid money upfront know access
241,timeless classic get better age beautiful graphic story go without saying sound content make must play anyone even slightest interest premier mmo experience offer
242,normally paid game great download free version doesnt let youhave full inventory spacefully access area queststrade moneyetc butbecause free stuff get really good deal time dont feel like youre even missing anythingdefinitely worth download
243,really like game play beoring fun class switch man bear form unleash powerful attack cut scene nice touch see happening fellowship quest think visually game still look quite good age aged poorly
244,say 7 minute steam played least 500 hour game reason restarted playing seeing game much nostalgia handlelord ring online probably one best rpgs even though doesnt massive playerbase like one community friendly especially important ability create join fellowship kinship combat simple enough understand easily yet advanced enough get boring playing long landscape many land visit well made amazing mountain valley course plenty enemy building raid enemy fun fight especially find randomly generated bos wandering wilderness game also great economy way earn large volume money low high level area would absolutely recommend game anyone looking good rpg hope enjoy much
245,absolutely phenomenal work love gameplay customization one gripe wish didnt make expansion expensive dont lot money furthermore im good earning turbine point deed make task easier always total grind perform besides think game wonderful thing hope see future also love making story character really mean alot part lore lord ring mythos technically p
246,30 lvl purchase every single map turbine point need farm deed daysweeksmonths purchase vip free play sure mostly people eu dont even bother help reply
247,big flaw bad questing system extreme backtracking dated combat graphic still one best fictional world ever created history video game world building lore phenomenal even yearsthey dont make game like one anymore period
248,download time long must say half playtime downloading launcher however ive played worth combat simple easy pick gameplay fun even running long distance doesnt get boring plus satisfying beat living guy jump bush dagger try kill ya 910
249,got retail copy way back 10 played included month let go lot changed since free play model bit frustrating time mostly inventory space start playing realize point unlock feature gradually show questing regular stuff anyway there lot content yes pay expansion game pretty playable without monthly sub really complain combat faster remember slower mmos want bit flash back game play style awkward clunkiness everquest visuals aged well still time stop admire art scenery give shot get level 20 one character see like 40 expansion bundle give load stuff plus middle earth
250,intresting thing dont like free go want roleplay game didnt know beofre downloaded opinion though give 710
251,many year ago left blizzard game come middle earth never looked back ive played game since recently docked steam o reinstall thus low number hour premium membership highly recommended good time quite time free well epic character music capability hobbit minstrel play mean misty mountain hop unique envied game scalable raid party level choice solo instance also scalable level massive crafting system thing system lotro ive seen blatantly copied game including blizzard game oh character also smoke pipeweed real pleasure playing game year say bad thing lotro
252,graphicsthe people saying game dated doesnt look good playing medium especially able take advantage dsr similar technology run high ultrahigh game still look amazing patient tinker itgameplaycombat mechanic wont blow away thats traditional mmos anyway however way class play unique interesting take time learn thus making combat feel less clunky probably islevelingquesting similar snatch grab mmo model however good bit story random traveling incorporated well good way allow explore bit familiarize happening around storywise eligible instanced content level 10 dont expect jump right group instance wont happen low level populated level quickly people dont even think instance eligible skirmish skirmish soendgame contentthere plenty endgame however like mmo take time coordinate find group serious content completion potential definitely therecommunitybest mmo ive ever seen player constantly offering item free newer player quick hand advice excited help journey throughout middle earthtldr let bad review prevent downloading game truly fan traditionalstyle mmos think wow definitely enjoy player complaining thing slow dated clunky merely know configure setting game run properly system
253,product received freedespite time really love gone stage playing getting stuck quiting througout game life ive recently picking though steam would like rpgmmo lore loving fan know game fing amazing get past wierd control underleveled becuase game year old pay play pay win thing help get bonus game devil deal known micro transaction play level get better gear quest grind etc story beginging almost race go 0 100 real fast great game lotr lover though willon knowledge world
254,hmmm start ok youre oldschool wower youll love get graphic like current dumbeddown wow youll struggle pick lotro there simply much handholding wow way thats better really get game endlessly run raid dungeon wow nowadays really play level cap free ive met people game done sopros crafting system good get hang really make better item drop level auction house system good home fun people friendly used wow havent seen single farmer bit yetcons freetoplay much structured make playing without buying tps turbine point annoying possible start 2 gold piece money cap need tps remove hit 2gp hour play yes eran tps sloooooow fellowship forming party pain really need make sure fellow fellow know got level 23 without dying joined fellowship dungeon died almost immediately housing system leave mile action youll probably end buying selling several homestry
255,good game u friend team really great unless u pay u wont able go lvl 50 still awesome though maybe might add luck purchased vip account lastrs forever back day 200
256,fun game although feel kinda left dont pay money game impossible progress without money game askes lot kinda fun game without money recommened playing friend else get boring fastit skill tree always fun game archer op 1v1s late game reccomened though
257,perfect game people enjoy tolkien fantasy world willing engage unique adventure middleearth played alone friend depenging preference arent many player server always enough find someone coop ive spent already 400 hour game ill probably find riding warsteed around newlyupdated region hundred thousand hour
258,mmorpg keep returning graphic might bit outdated still best game imo lotr world follows book mordor area opened story book stop devs made story happens mordor destruction sauron love it2 new area opened around lonely mountain
259,first starting playing game maytime amassing lot hour migrating onto steam version ive enjoyed every moment even often play low graphic setting due subpar laptop immersion world lotr excellent easy believe actually rather playing game even helpful immersion large roleplaying community welcoming beginner experianced player alike shortly starting game invited kinship guild game proved one best part game showcasing hospitality friendliness many lotro player one qualm perhaps combat class somewhat jerky made beautiful ingame landscapesi would recommend game fan lotr wholeheartedly think fact missing special part lotr community never play
260,alright let get seriousbeing mmo life hype description given fellowship like reallife lot character customization seen recent gamesthis game great florished 2007 game real decent graphic game 10 year old con pro gamepros game free much need dlcs pay win stuffgreat character physic walk cyclesservers real stablemight seem complicated tbh noteasy learn controlsgreat fast communication fellow playerslots customization character suit questgreat timekillergreat big middle earth beautifully made worldcons worldcharacter physic badthe tutorial must betterhints long make reading frustrationsome quest badly discribedthe fight battle enemy slower compared game generationlots information given right start making thing overwhelmingthe key mapping wide easy switch abilitesgame crash time going throught portalsselection different class impact combat skill bummerthe map userfriendly take long time get used itgame higly requires remastered versioncombat easy need real gaming skillsthats reviewthanks readingcomment thought
261,see almost 20 hour game heard old friend mine enjoyed much love lotr universewhy going downvote game let tell youout 20 hour see spent 18 launcher trying get game working using every available source could find worth time noafter 5th reinstall enough created virtual pc could play finally playnow spending much time trying set game dissapointed game garbage felt like garbage game
262,ive played lotro pretty long time game never boring always something game graphic still pretty good old game free cost something buy expansion max cost 100 almost everything community active always people talk
263,updated march 2018 game owned standing stone game theyve added much new content since last played may see far go time around great level design huge world actual content story dedicated tolkien lore decent character class selection cooperative ability nice community dated graphic derpy animation grind free player past level 32 need start spending lotro point earn quest content
264,highly recommend game va class option going anywhere tank heal little personally love lore master class minstrel class rune keeper class 3 class epic lm virtualy unstoppable ability summon pet side help quest thru story minstrel power major dp also heal side minstrel wither time rk hand also major dp heal unlike minstrel rk time side rk use real money purchase lotro store tank coud go gaurdian class upmost amount hp think ive seen hp 21k max rank class ment group stile playing made take damage dealing lot dp nwo like help group alot dp recoment champion almost like gaurdian doesnt much hp class set towards high amount dp little dameage taken good group still playing mre ranged player close personal recmend hunter class usaual bow sword class good ranged dp game major ability everbody need ability swift travel witch basically mean dont use stable skill let go straight desired location last class game quite sneak around play calss burglar class us trickster skill throw enemy game well worth game recomend hop ethis help guysgirls enpires play game decide play game start problem need help add themusicguy toon name happy help
265,lord ring online great game fan franchise game follows epic story line based book decent dlc class revamped unfortunately made game easy example game lvl 95 guardian tank class 28k morale soloed warband type mob roams around plain rohan warband called bethan 1m morale soloed undate wouldnt dreamed reason shouldnt play game though crafting game actually fun grind also looking pvp game one pvmp one side play free people others wither orcs uruks wargs spider troll give try free like seriously suggest play vip bonus get good
266,love mmo experience played number past five year lotro one keep coming back production quality lack keeping pack excellent community lore dedication tolkien middleearth
267,really fun explore world resembles popular book ever crash unexpectedly really much inconvenience must mention mac crashing seem lot less since update lot fun playing people obviously seems free play great level 40ish going beyond requires subscription order fun avoid grinding
268,game incredibly fun addicting there enough people play avid lotr fan love game lagging behind game game short small community cant even find dungeon unless wait half hour however like story aspect follows storyline book tell movie tell feature leading mmorpgs could definitely competitor time effort put advertising game even doesnt ton feature compared mmorpgs free play option paying expansion ingame freetoplay aspect rarely seen today gaming world also restricted game great potential immense amount people love lotr franchise well related hobbit franchiselike said earlier game addicting potential im going recommend recommendation want find good mmorpg look somewhere else yes im going say look towards world warcraft much addicting much bigger community base lotro also elder scroll online released pc soon released ps4 xbox one eso lot potential definitely considered opinion lotro may different mine download free give try
269,first dont play game steam hour correct play game since launch 2012 loved hated time many change made game throughout year fine turbine make game easier easier every update current state designed casual solo player like spend 30 minute day questing exploring chatting people almost group play anymore looking mmo raid instance others mmorpg anymoreif like lotr like follow story might good mmorpg youif like roleplaying might mmorpg 1 rp server sometimes rp eventsalso note free want get level cap buy whole lot expansion quest pack get unless want kill million mob reach goaloh pvp game joke unbalanced like since day 1 every update overpowered side change never way overpowered useless
270,used play game lot back shadow angmar day witnessed switch f2p slowly started killing game recently installed check friend used play experience rather traumatic kin past one bigger kin eldar lorebreakers merely shadow former glory people say difficult get party 6 instance let alone buggy raid turbine point required wherever go click turbine wb finally succeeded butchering great game used shame
271,great mmos therethis one game initally good rapidly becomes quite annoying need buy dlc continue story line help game offer piece meal little voice acting much lord ring mmorpg lord ring take world warcrafti love lord ring really hate get better add little helpful hint read line say haha screw wont able advance story causepaywall subtle fact screw essence operating basis game good every one would want pay dlc hahano next time start feel little masocistic play game
272,great game skill tree conversion cut ball uniqueness character basically mde worthless start scatch character survivable turbine made mistake everyone else making simplifying game child play screwing adult actually pay challenging game
273,would love play sadly installing pre reqs say waste took like 4 hour download stumped launcher whats even problem apparently lot people issue still hasnt fixed least hinted patch nice work turbine clap clap
274,honestly particularly worth time get go game let know youre really going go far youre spending money free play free content straight limited paid content place practically demo giving extremely boring area explore quest teasing paid content would well good paid content also lackluster get full experience subscribe deal metric tonne microtransactions thats gameplay somehow manages boring world warcrafts
275,unfortunately recommend lotro really want cant lot fun dont get wrong especially played friend hamhanded attempt wring money game turbine kicking back seat whole waylook understand free play game still make money upkeep cost whatnot able reach original level cap 7 year ago slap faceif end playing find reach level 3540 depending much grind original level cap 50again im saying give away expansion thats make long term money letting player reach original base level cap without telling advance honestly terrible thing doit left bad taste mouth likely last inpression fun gamei guess sum would befun dont let free play tagline fool order play 13rd game sink close 70 buck expansion quest pack
276,start im recommending people look game much fantastic game really game huge vast let hundred hour playing timetrying figure good mmorpg ups down let name ups down game youll see issuesups great graphic nice world lot town different unique way crafting class ive seen player look like knight horseback really feel like medieval england world sadly castle round bree chatting nice filter block bad stuff let good stuff looting system oneofakind pvp pve even try monster play change pace pvp nice pve also gon na critical role progressif type enjoys getting online making online friend joining group battling monster player exploring different landscape socializing probably thinking whats issue sound fantastic well let show down gamedowns much lag especially going town town gon na buy n sell meet character progress story mail letter player ive uninstalled two game see would help helped still little laggy next class video show class like soo laggy usually battleland area gon na long time plus dont show weapon cant choose class sound good complete tutorial ready equip shield got awhile back oh wait cant cause available class wouldve nice know ahead time weapon aint thing lacking instruction get dye change armour color spend real money extra amount oh wait never said use exactly theyll gladly let spend money bout horse say visit guy breeland starter horse wait whats instruction find random guy 10 mile land without horse take alot longer get anywhere oh real money needed buy riding trait take long time earn point buy trait oh land cost money unlockive found active server fourth try called gladden active server important according player met kinship say level 4050 gon na spend money progress cant say thats true certain however id say safe say free play need fine print saying certain point though still leaf alot run around seeuntil get boring final overall thought look game find active servergladden spend hundred hour trying figure figure got money hundred hour look forward hundred hour trying figure drain oh dont get discouraged usual new player bug pop 45 second game relog feel like alot potential going drainreview update seems lotro rather dedicated loyal following player judging review however say still active community either mean seeing new player every awhile chat world chat box seeing 2 player week one 2 afkaway keyboard seeing crowd 47 weekend mean active dont sound exactly active though gladden seen lot new player lot chat world chat recently however even gladden rather playerless world chat filled place even gladden quiet grave unless course theyve gone another faroff region new player needing help wont get sitting lotro official website forumscommunity something like cant say sure game ancient mmo standard even movie awhile one last final movie look forward reason even thumb sign hope maybe itd encourage new player help clarify confusion game creates within
277,youre devour fan lotr dont think enjoy itthe graphic animatiosn dated rumoured getting upgrade soonthe quest soul destroying boring every 500 quest get good onetheyre alos tailored towards buying mithril coin otherwie travel mile hand questno one us dungeon finder think one us really stupidbut love exploration love lotr tolerate
278,guy asked lotro viruswell take hold spread every last cell body reprogramm dna produce virus infect cell far taken 365 billion cell away
279,consider lotro one best mmorpgs class interesting quest text lore actually worth reading landscape quaint pleasant feel payment model quite flexible
280,recommend playing game freeif like buy starter pack something simple like samwise starter pack 5 14it soloish tell hit higher level buy time vip content spend money helm deep vip steam worried drop like 200 dollar get full game without paying per monthvip 2 year timemonthly like 250 dollar depends going
281,game awsome id recommend entirelywell let start wirh expansion eventually youll pay expansion continue dont let throw though youll 50 level decide want buy lore amazing lord ring fan trust story good dont know explain angle story meet important character yet storynext pvp im sure pay win pay money expansion become level 100 top level monster mode play orcs pvp start one damage dealer class get pay take fort side bad guy good guy think realy fun requires teamwork literally cant solo without dying played one server active pvp ever freeroam pvp sometimes alot time isntnext quest intersting boring much say hasnt said deed deed achivements give special boost currency turbine point later little tedious take patience grinding skill completeturbine point premium currency bought earn small amount deed quest used account upgrade many useful stuff used buy almost everything including expansion possible play whole game withought paying cent requires alot grinding point may well buy themmounts got ta love got ta grind part suck grind turbine point get riding permit buy mount though without paying nothing here tip abunch deed area least part save lot backtracking love mount got sense achievment bought mine also need level 20 buy one game awsome load content explore suggest downloading right away seeing awsome mean come free way im level 20 editi paied money turbine point buy stuff think worth bought character slot money bag upgrade see belowalso forgot mention limited game currency space turbine point also avoided spending turbine point hope see game happy hunting
282,playing human captain who companion nothing carry around banner game awesome there much content much lore game old still releasing content 2018 never stopped releasing content much stuff new middle earth tv series coming amazon game going get jump player show give game developer lot reason make content hopefully tie two together feel free add join crickhollow server na
283,gone way downhill recent month sorta tolerant pay 4 content structure since loved series epic storyline much also still fun play wasnt bad however released helm deep update utter disaster class entirely revamped pretty much utility stripped away could mixed skill well though made play exactly turbine want play balanced class multitasking tank dp far needed dp take enemy dp kind zero defensive skill would die almost immediately youre healer better find group stick dp defense leave bleeding dead would acceptable turbine response consumer want roll back disasterous update general
284,tried game year ago played free area patronisingly easy dull beginning got better went id finished free area hit currency cap moved different game always remembered much enjoyed though recently bought expansion pack sale much enjoyable paying access rather grinding turbine point expansion area unlocked lot easier get tp couple quest pack purchase whole game unlocked painlessly regular play
285,review behalf end game right current state lotro enjoy game run extremely well low stutter game nothing opposite matter stutter around like ice level mario even highest end computer hard get decent fps game horrible optimization looking pro lotro amazing story best story mmorpg ive ever played world middle earth breathtaking collected many screenshots leveling 1115 creativity zone staying true book astonishing thats gameplay extremelyslow repetitive pve pvp content rarely seen world feel extremely empty player max level newest zone enjoy good single player story game enjoy leveling experience there much social part game unless join active kinship ive played game around 4 year 1500 hour lot hour enjoyable still amazing game always seems bring back love middle earth lore world people game looking mmorpg amazing content gameplay would reccomend eso wow bdo
286,nice game potraying lotr lore however leveling often boring f2p game becomes unplayable around level 30having said know several friend subscribed game really enjoy advice go dont mind fee looking f2p dont touch itps yes aware deed recently made easier achieve thus purchase content still icerdible boring grind unsustainable especially player need buy lot content addition quest mount increased wealth cap make better swtor somewhat still give 56 zone minimal change play different racecharacter later
